Website,Public-Facing,Canonical List
campus-vpn.niaid.nih.gov,No,Yes
campusdrugprevention.gov,Yes,Yes
cams.nnsa.energy.gov,No,Yes
cananolab.cancer.gov,Yes,Yes
cancer.va.gov,Yes,Yes
cancercenters.cancer.gov,Yes,Yes
cancercontrol.cancer.gov,Yes,Yes
capacity.childwelfare.gov,Yes,Yes
capitraining.nass.usda.gov,No,Yes
caps.gsfc.nasa.gov,Yes,Yes
car.gsfc.nasa.gov,Yes,Yes
carbon.nasa.gov,Yes,Yes
card.niaid.nih.gov,Yes,Yes
card.nih.gov,Yes,Yes
cards.od.nih.gov,Yes,Yes
cardsync.lanl.gov,No,Yes
care.va.gov,Yes,Yes
careerpath.fema.gov,Yes,Yes
careerpath.gsfc.nasa.gov,Yes,Yes
careers.occ.gov,Yes,Yes
careers.pnnl.gov,Yes,Yes
careers2.occ.gov,Yes,Yes
careertrac.niehs.nih.gov,No,Yes
caregiver.va.gov,Yes,Yes
caregiverfinanciallegal.va.gov,Yes,Yes
caring4kidswithcovid.nih.gov,Yes,Yes
carldperkins.jobcorps.gov,Yes,Yes
carrier.opm.gov,Yes,Yes
cart.hrsa.gov,No,Yes
cartext.datahub.pnnl.gov,No,Yes
carto-wfs.nationalmap.gov,Yes,Yes
carto.nationalmap.gov,Yes,Yes
cartowfs.nationalmap.gov,Yes,Yes
carve.ornl.gov,Yes,Yes
casa.sandia.gov,Yes,Yes
casarepo.pnnl.gov,No,Yes
cascade.lbl.gov,Yes,Yes
casl.gov,Yes,Yes
catalog.archives.gov,Yes,Yes
catalog.data.gov,Yes,Yes
catalog.fdic.gov,Yes,Yes
catalog.gsa.gov,Yes,Yes
catalog.niams.nih.gov,Yes,Yes
catalog.nidcr.nih.gov,Yes,Yes
catalog.ninds.nih.gov,Yes,Yes
catalog.usmint.gov,Yes,Yes
catran.sba.gov,Yes,Yes
catribes.nsopw.gov,Yes,Yes
cats.gsfc.nasa.gov,Yes,Yes
catweb.sba.gov,No,Yes
catweb2.sba.gov,No,Yes
caweb.sba.gov,Yes,Yes
cbca.gov,Yes,Yes
cbexpress.acf.hhs.gov,Yes,Yes
cbiit-download.nci.nih.gov,No,Yes
cbmp.nichd.nih.gov,No,Yes
cbob-admin.ncjrs.gov,Yes,Yes
cbp.lbl.gov,Yes,Yes
cbpcomplaints.cbp.gov,Yes,Yes
cccdpcr.thinkculturalhealth.hhs.gov,Yes,Yes
cccitrixaccess.cc.nih.gov,No,Yes
cccm.thinkculturalhealth.hhs.gov,Yes,Yes
ccdavalidator.healthit.gov,Yes,Yes
ccdi.cancer.gov,Yes,Yes
cce-datasharing.gsfc.nasa.gov,Yes,Yes
cce.nasa.gov,Yes,Yes
cci.lbl.gov,Yes,Yes
ccmc.gsfc.nasa.gov,Yes,Yes
ccmcftp.ccmc.gsfc.nasa.gov,No,Yes
ccmis.psc.gov,No,Yes
ccmpp.gsfc.nasa.gov,Yes,Yes
ccnm.thinkculturalhealth.hhs.gov,Yes,Yes
ccr.cancer.gov,Yes,Yes
ccracommunity.va.gov,No,Yes
ccrhb.od.nih.gov,Yes,Yes
ccrisktool.cancer.gov,Yes,Yes
ccs.esmo.nasa.gov,No,Yes
ccse.lbl.gov,Yes,Yes
ccwgsmartcities.lbl.gov,Yes,Yes
cdas.cancer.gov,Yes,Yes
cdaw.gsfc.nasa.gov,Yes,Yes
cdaweb.gsfc.nasa.gov,Yes,Yes
cdc-home.grantsolutions.gov,Yes,Yes
cdc.usajobs.gov,Yes,Yes
cddis.nasa.gov,Yes,Yes
cde.nida.nih.gov,Yes,Yes
cde.nlm.nih.gov,Yes,Yes
cde.ucr.cjis.gov,Yes,Yes
cdernextgenportal.fda.gov,No,Yes
cdf.gsfc.nasa.gov,Yes,Yes
cdiscvalidation.niaid.nih.gov,No,Yes
cdp.ahrq.gov,No,Yes
cdp.cancer.gov,Yes,Yes
cdp.dhs.gov,Yes,Yes
cdrns.nih.gov,Yes,Yes
cds-authoring.ahrq.gov,No,Yes
cds.ahrq.gov,Yes,Yes
cdsic.ahrq.gov,Yes,Yes
cdsweb.gsfc.nasa.gov,No,Yes
cearun.grc.nasa.gov,Yes,Yes
ceb65-vip.nlm.nih.gov,No,Yes
cebs.nci.nih.gov,Yes,Yes
cedar.opm.gov,Yes,Yes
cedcd.nci.nih.gov,Yes,Yes
ceeesa.es.anl.gov,Yes,Yes
cem.va.gov,Yes,Yes
cems.ams.usda.gov,No,Yes
cendi.gov,Yes,Yes
centennial.jobcorps.gov,Yes,Yes
ceportal.fda.gov,Yes,Yes
cerc.research.va.gov,Yes,Yes
cercbee.lbl.gov,Yes,Yes
cercla.ba.ars.usda.gov,No,Yes
ceres.larc.nasa.gov,Yes,Yes
cert.mobilelinc.icam.usda.gov,No,Yes
certevpn.usda.gov,No,Yes
certify.sba.gov,Yes,Yes
certmapper.cr.usgs.gov,Yes,Yes
certs.lbl.gov,Yes,Yes
cesdata.bls.gov,Yes,Yes
cesdataorigin1.bls.gov,No,Yes
cesdatat.bls.gov,No,Yes
cf.denali.gov,Yes,Yes
cf.gsfc.nasa.gov,No,Yes
cfccharities.opm.gov,Yes,Yes
cfcgiving.opm.gov,Yes,Yes
cfm.va.gov,Yes,Yes
cfmedicine.awsprod.nlm.nih.gov,Yes,Yes
cfmedicine.nlm.nih.gov,Yes,Yes
cfo.lbl.gov,Yes,Yes
cfs.gsfc.nasa.gov,Yes,Yes
cfsan-onlinesubmissions.fda.gov,Yes,Yes
cgap.nci.nih.gov,Yes,Yes
cgb.nichd.nih.gov,Yes,Yes
cgru.usda.gov,No,Yes
chapea.nasa.gov,Yes,Yes
chat.18f.gov,Yes,Yes
chat.mymedicare.gov,No,Yes
chavigreen-f5.lanl.gov,No,Yes
chcoc.gov,Yes,Yes
chemdb.niaid.nih.gov,Yes,Yes
chemistry.usajobs.gov,Yes,Yes
chemm.hhs.gov,Yes,Yes
cherokee.nsopw.gov,Yes,Yes
cherp.research.va.gov,Yes,Yes
cheyenneriver.nsopw.gov,Yes,Yes
chi-nu-log-web-f5.lanl.gov,No,Yes
chic.research.va.gov,Yes,Yes
chicago.feb.gov,Yes,Yes
chickasaw.nsopw.gov,Yes,Yes
childcare.gov,Yes,Yes
childcare.ors.nih.gov,No,Yes
childcareta.acf.hhs.gov,Yes,Yes
chippewacree.nsopw.gov,Yes,Yes
chiqa.nlm.nih.gov,Yes,Yes
chitimacha.nsopw.gov,Yes,Yes
choctaw.nsopw.gov,Yes,Yes
choir.research.va.gov,Yes,Yes
choose.va.gov,Yes,Yes
choosework.ssa.gov,Yes,Yes
chpl.healthit.gov,No,Yes
chromatic.nci.nih.gov,No,Yes
chronicdata.cdc.gov,Yes,Yes
chtn.sites.virginia.edu,Yes,Yes
ci2i.research.va.gov,Yes,Yes
cic.gsa.gov,Yes,Yes
cid.doe.gov,Yes,Yes
cider.research.va.gov,Yes,Yes
cidr.cr.usgs.gov,Yes,Yes
ciencia.nasa.gov,Yes,Yes
cilab.gsfc.nasa.gov,Yes,Yes
cimstest.cdfifund.gov,No,Yes
cincinnati.jobcorps.gov,Yes,Yes
cindrr.research.va.gov,Yes,Yes
cint.lanl.gov,Yes,Yes
cint.sandia.gov,Yes,Yes
cio.egos.nih.gov,No,Yes
circinteractome.nia.nih.gov,Yes,Yes
circulatingnow.nlm.nih.gov,Yes,Yes
cisnet.cancer.gov,Yes,Yes
citdcbmipav.cit.nih.gov,Yes,Yes
citenet.nlrb.gov,No,Yes
citgotest.cdc.gov,No,Yes
citizenshipgrants.uscis.gov,Yes,Yes
citrixaccess.va.gov,No,Yes
citrixaccesseast.va.gov,No,Yes
citrixaccessnorth.va.gov,No,Yes
citrixaccesstest.va.gov,No,Yes
citrixaccesstesttoken.va.gov,No,Yes
citrixaccesstoken.va.gov,No,Yes
citrixaccesswest.va.gov,No,Yes
citrus.pw.usda.gov,No,Yes
citybes.lbl.gov,Yes,Yes
civet.inl.gov,Yes,Yes
civics.archives.gov,Yes,Yes
civil.usajobs.gov,Yes,Yes
civility.gsfc.nasa.gov,Yes,Yes
civilrights.justice.gov,Yes,Yes
cl.gsfc.nasa.gov,Yes,Yes
clamato.lbl.gov,Yes,Yes
clarreo-pathfinder.larc.nasa.gov,Yes,Yes
class.cancer.gov,Yes,Yes
classic.clinicaltrials.gov,Yes,Yes
classification.nlm.nih.gov,Yes,Yes
cldcentral.usalearning.gov,Yes,Yes
cleancities.energy.gov,Yes,Yes
cleanup.lbl.gov,Yes,Yes
clear.dol.gov,Yes,Yes
cleveland.tsa.dhs.gov,No,Yes
climate-publications.lbl.gov,Yes,Yes
climate.nasa.gov,Yes,Yes
climate.pnnl.gov,Yes,Yes
climatekids.nasa.gov,Yes,Yes
climatemodeling.science.energy.gov,Yes,Yes
climatesciences.jpl.nasa.gov,Yes,Yes
clinicalcenter.nih.gov,Yes,Yes
clinicalstudies.info.nih.gov,Yes,Yes
clinicalsurvey.nichd.nih.gov,No,Yes
clinicaltables.nlm.nih.gov,Yes,Yes
clinicaltrials.gov,Yes,Yes
clinicaltrialsapi.cancer.gov,Yes,Yes
clinicianportal.cc.nih.gov,No,Yes
clinomics.ccr.cancer.gov,No,Yes
clinregs.niaid.nih.gov,Yes,Yes
clintonwhitehouse3.archives.gov,No,Yes
clintonwhitehouse4.archives.gov,No,Yes
clintonwhitehouse5.archives.gov,No,Yes
clintonwhitehouse6.archives.gov,No,Yes
clone.bfem.gov,No,Yes
cloud-east-mobile.fws.gov,No,Yes
cloud-object.larc.nasa.gov,Yes,Yes
cloud-west-mobile.fws.gov,No,Yes
cloud.cees.ornl.gov,Yes,Yes
cloud.cio.gov,Yes,Yes
cloud.gov,No,Yes
cloud.nih.gov,Yes,Yes
cloudfront.www.sba.gov,No,Yes
clouds.pppl.gov,No,Yes
cloudsgate2.larc.nasa.gov,Yes,Yes
clubs.larc.nasa.gov,No,Yes
cm-jira.usa.gov,No,Yes
cma.ahrq.gov,Yes,Yes
cmb.ornl.gov,Yes,Yes
cmc3.research.va.gov,Yes,Yes
cmerwebmap.cr.usgs.gov,Yes,Yes
cmgds.marine.usgs.gov,Yes,Yes
cmit.cms.gov,Yes,Yes
cmls.gsa.gov,Yes,Yes
cmm.ccr.cancer.gov,Yes,Yes
cmn.nimh.nih.gov,Yes,Yes
cmp.dol.gov,No,Yes
cmppreprod.dol.gov,No,Yes
cmpstg.dol.gov,No,Yes
cmpstg2.dol.gov,No,Yes
cmr-dashboard.earthdata.nasa.gov,Yes,Yes
cmr.earthdata.nasa.gov,Yes,Yes
cmr.nci.nih.gov,Yes,Yes
cmrsanalytics.archives.gov,Yes,Yes
cmsflux.jpl.nasa.gov,Yes,Yes
cmsmanager.digitalmedia.hhs.gov,No,Yes
cmsnationaltrainingprogram.cms.gov,Yes,Yes
cnap.nhlbi.nih.gov,Yes,Yes
cneos.jpl.nasa.gov,Yes,Yes
cnls.lanl.gov,Yes,Yes
cnmi.nsopw.gov,Yes,Yes
cnocvpn-gsfc.nasa.gov,No,Yes
cnocvpn.nasa.gov,No,Yes
co2-pens.lanl.gov,Yes,Yes
co2public.er.usgs.gov,Yes,Yes
coastal.wff.nasa.gov,No,Yes
cobra.app.cloud.gov,No,Yes
cocopah.nsopw.gov,Yes,Yes
code.arm.gov,No,Yes
code.gov,Yes,Yes
code.nasa.gov,Yes,Yes
code.ornl.gov,No,Yes
code200-external.gsfc.nasa.gov,Yes,Yes
code541.gsfc.nasa.gov,Yes,Yes
coderepo.mobilehealth.va.gov,No,Yes
coe.gsa.gov,Yes,Yes
coepes.nih.gov,Yes,Yes
cogancollection.nei.nih.gov,Yes,Yes
cognos.aphis.usda.gov,No,Yes
cognosuat.aphis.usda.gov,No,Yes
coldatomlab.jpl.nasa.gov,Yes,Yes
collab.lanl.gov,Yes,Yes
collab.lbl.gov,Yes,Yes
collaborationcqauth1.fda.gov,No,Yes
collbran.jobcorps.gov,Yes,Yes
collections.nlm.nih.gov,Yes,Yes
collegedrinkingprevention.gov,Yes,Yes
collider-aut.cms.hhs.gov,No,Yes
collider-remote.cms.hhs.gov,No,Yes
colloqsigma.larc.nasa.gov,Yes,Yes
colorado.feb.gov,Yes,Yes
colorusage.arc.nasa.gov,Yes,Yes
colvilletribes.nsopw.gov,Yes,Yes
comanche.nsopw.gov,Yes,Yes
combinano.lbl.gov,Yes,Yes
commondataelements.ninds.nih.gov,Yes,Yes
commonfund.nih.gov,Yes,Yes
commonresearchmodel.larc.nasa.gov,Yes,Yes
commons.lbl.gov,Yes,Yes
communications.grants.gov,No,Yes
communicationstrackingradar.jpl.nasa.gov,No,Yes
community.fema.gov,Yes,Yes
community.nicic.gov,Yes,Yes
commute.lbl.gov,Yes,Yes
commuter.ors.od.nih.gov,Yes,Yes
companyprofiles.healthcare.gov,Yes,Yes
complaint.consumerfinance.gov,Yes,Yes
complaint.ic3.gov,Yes,Yes
compliance-viewer.18f.gov,No,Yes
compservices.tva.gov,No,Yes
computerlectures.pnnl.gov,Yes,Yes
computerscience.usajobs.gov,Yes,Yes
computersforlearning.gov,Yes,Yes
computing.fnal.gov,Yes,Yes
conectate.gobiernousa.gov,Yes,Yes
conexus-cert.gsa.gov,Yes,Yes
conexus.gsa.gov,Yes,Yes
conference.sns.gov,Yes,Yes
conferences.fnal.gov,Yes,Yes
conferences.lbl.gov,Yes,Yes
confluence.grantsolutions.gov,No,Yes
confocal.ccr.cancer.gov,Yes,Yes
connect-portal.justice.gov,No,Yes
connect.ferc.gov,No,Yes
connect.tva.com,No,Yes
connect.usa.gov,No,Yes
connect3.justice.gov,No,Yes
connectedcare.va.gov,Yes,Yes
connection.tva.com,No,Yes
connections.tva.com,No,Yes
connector.hrsa.gov,Yes,Yes
connecttheconnecticut.org,Yes,Yes
console-openshift-console.apps.marble.ccs.ornl.gov,No,Yes
console-openshift-console.apps.onyx.ccs.ornl.gov,No,Yes
constructionsafety.ssc.nasa.gov,Yes,Yes
consumer.ftc.gov,Yes,Yes
consumer.gov,Yes,Yes
consumersentinel.gov,Yes,Yes
consumidor.ftc.gov,Yes,Yes
consumidor.gov,Yes,Yes
content-guide.18f.gov,Yes,Yes
content.gsaadvantage.fas.gsa.gov,No,Yes
contractdirectory.gov,Yes,Yes
contractorportal.dol.gov,Yes,Yes
controls.als.lbl.gov,Yes,Yes
controls.pnnl.gov,No,Yes
controls2.als.lbl.gov,No,Yes
coolcolors.lbl.gov,Yes,Yes
cops.fas.gsa.gov,No,Yes
cops.usdoj.gov,Yes,Yes
cor.gsfc.nasa.gov,Yes,Yes
cor1.gsfc.nasa.gov,Yes,Yes
cora.usdoj.gov,No,Yes
coral.jpl.nasa.gov,Yes,Yes
coralreef.gov,Yes,Yes
core2.gsfc.nasa.gov,Yes,Yes
corennsa.pnnl.gov,No,Yes
corporateapps.gsa.gov,Yes,Yes
correlation2013.lbl.gov,Yes,Yes
correlogo.ncifcrf.gov,Yes,Yes
corridoreis.anl.gov,Yes,Yes
cosmic.lbl.gov,Yes,Yes
cosmicopia.gsfc.nasa.gov,Yes,Yes
cosmology.lbl.gov,Yes,Yes
cosmos.lbl.gov,Yes,Yes
costar.jpl.nasa.gov,Yes,Yes
cotuit.er.usgs.gov,Yes,Yes
courses.dhs.gov,Yes,Yes
courtsweb.gsa.gov,Yes,Yes
covid.cdc.gov,Yes,Yes
covid19.nih.gov,Yes,Yes
covid19pvi.niehs.nih.gov,Yes,Yes
covid19serohub.nih.gov,Yes,Yes
covid19travelinfo.cdc.gov,Yes,Yes
covid19travelinfo.origin.cdc.gov,No,Yes
cowboys.app.cloud.gov,No,Yes
cpars.cpars.gov,No,Yes
cpars.gov,Yes,Yes
cpcco.hanford.gov,Yes,Yes
cpd2.hud.gov,Yes,Yes
cpex-aw.jpl.nasa.gov,Yes,Yes
cpex.jpl.nasa.gov,Yes,Yes
cpfp.cancer.gov,Yes,Yes
cpl.gsfc.nasa.gov,Yes,Yes
cplms.nasa.gov,No,Yes
cpoms.nasa.gov,No,Yes
cpsearch.fas.gsa.gov,No,Yes
cptac3.cancer.gov,No,Yes
cptr.ccr.cancer.gov,Yes,Yes
cra-d.fdic.gov,No,Yes
cra-q.fdic.gov,No,Yes
cra-s.fdic.gov,No,Yes
cra.cdc.gov,Yes,Yes
cra.fdic.gov,Yes,Yes
cra.pnnl.gov,Yes,Yes
crapes-d.fdic.gov,No,Yes
crapes.fdic.gov,Yes,Yes
crd-legacy.lbl.gov,Yes,Yes
crd.lbl.gov,Yes,Yes
createdequal.neh.gov,Yes,Yes
creative.lbl.gov,Yes,Yes
crf.sandia.gov,Yes,Yes
crfs.cr.usgs.gov,Yes,Yes
crimesolutions.ojp.gov,No,Yes
crimsonredcap.cc.nih.gov,No,Yes
cris.nifa.usda.gov,No,Yes
crisisnextdoor.trumpwhitehouse.archives.gov,No,Yes
crit.nsopw.gov,Yes,Yes
crossfunctional.usajobs.gov,Yes,Yes
crowd.mobilehealth.va.gov,No,Yes
crownations.nsopw.gov,Yes,Yes
crsg-training.tva.com,No,Yes
crsg.tva.com,No,Yes
crt-portal-django-prod.app.cloud.gov,No,Yes
crtpfm1.ncifcrf.gov,No,Yes
crtpfm2.ncifcrf.gov,No,Yes
cru.dpcpsi.nih.gov,No,Yes
cru.niehs.nih.gov,No,Yes
cryo.gsfc.nasa.gov,Yes,Yes
cryosparc.cancer.gov,No,Yes
cryptocard.lanl.gov,No,Yes
cs.lbl.gov,Yes,Yes
csam.pnnl.gov,Yes,Yes
csams.cdc.gov,No,Yes
csaob.larc.nasa.gov,Yes,Yes
csat.bjs.ojp.gov,No,Yes
csat.dhs.gov,Yes,Yes
csbf.nasa.gov,Yes,Yes
cscsurvey.ios.doi.gov,No,Yes
csdap.earthdata.nasa.gov,Yes,Yes
csepptraining.gss.anl.gov,Yes,Yes
cshiip.research.va.gov,Yes,Yes
csi-rt.cbp.dhs.gov,Yes,Yes
csi-rt2.cbp.dhs.gov,Yes,Yes
cso.lbl.gov,No,Yes
cso.nasa.gov,Yes,Yes
csosmember.nhlbi.nih.gov,No,Yes
csr.lanl.gov,Yes,Yes
cssi-dcc.nci.nih.gov,Yes,Yes
cssi.cancer.gov,Yes,Yes
ctd2-dashboard.nci.nih.gov,No,Yes
ctd2-data.nci.nih.gov,No,Yes
ctdb.nichd.nih.gov,No,Yes
ctep.cancer.gov,Yes,Yes
ctp.lbl.gov,Yes,Yes
ctpat.cbp.dhs.gov,Yes,Yes
ctrandomization.cancer.gov,Yes,Yes
ctsa.ncats.nih.gov,Yes,Yes
ctsedwweb.ee.doe.gov,No,Yes
ctsportal.hud.gov,No,Yes
ctuir.nsopw.gov,Yes,Yes
ctxrelay.ttb.gov,No,Yes
ctxsfcb01.srs.gov,No,Yes
cua-smokiespermits.nps.gov,No,Yes
cuat.nfc.usda.gov,No,Yes
cubesats.gsfc.nasa.gov,Yes,Yes
cubit.sandia.gov,Yes,Yes
cup.nlm.nih.gov,No,Yes
curator.jsc.nasa.gov,Yes,Yes
customeranalytics.tva.com,No,Yes
cvo-valve.wr.usgs.gov,Yes,Yes
cvpn.occ.gov,Yes,Yes
cwlibrary.childwelfare.gov,Yes,Yes
cwoutcomes.acf.hhs.gov,No,Yes
cx.lbl.gov,Yes,Yes
cxfmea-cil.nasa.gov,No,Yes
cxgmip.nasa.gov,No,Yes
cxhazard.nasa.gov,No,Yes
cxpraca.nasa.gov,No,Yes
cxro.lbl.gov,Yes,Yes
cybercemetery.unt.edu,Yes,Yes
cybereffects.usajobs.gov,Yes,Yes
cyberscope.dhs.gov,Yes,Yes
cybersecurity.usajobs.gov,Yes,Yes
cybershop.lanl.gov,No,Yes
cyc.pnnl.gov,Yes,Yes
cyclops.jbcwnn.dhs.gov,No,Yes
cyclotron.lbl.gov,Yes,Yes
cyclotronroad.lbl.gov,Yes,Yes
cypress.healthit.gov,No,Yes
d1.domain1.dcdt31.healthit.gov,No,Yes
d14.domain1.dcdt31.healthit.gov,No,Yes
d17.domain9.dcdt31.healthit.gov,No,Yes
d2d.gsa.gov,Yes,Yes
d5.domain1.dcdt31.healthit.gov,No,Yes
d9.domain1.dcdt31.healthit.gov,No,Yes
d9.qa.jimmycarterlibrary.gov,No,Yes
d9.qa.nixonlibrary.gov,No,Yes
d9.qa.obamalibrary.gov,No,Yes
d9.qa.reaganlibrary.gov,No,Yes
daac-news.ornl.gov,Yes,Yes
daac.gsfc.nasa.gov,Yes,Yes
daac.ornl.gov,Yes,Yes
dab.efile.hhs.gov,Yes,Yes
dac3.tsa.dhs.gov,Yes,Yes
daedalus1.larc.nasa.gov,Yes,Yes
daidslearningportal.niaid.nih.gov,Yes,Yes
dailyburialschedule.cem.va.gov,Yes,Yes
dailymed.nlm.nih.gov,Yes,Yes
dakota.sandia.gov,Yes,Yes
dam.ahrq.gov,No,Yes
dance-log-web-f5.lanl.gov,No,Yes
dance.gsfc.nasa.gov,Yes,Yes
darkside-docdb.fnal.gov,No,Yes
darktarget.gsfc.nasa.gov,Yes,Yes
dart.loanprograms.energy.gov,Yes,Yes
dartool.cr.usgs.gov,Yes,Yes
dartslab.jpl.nasa.gov,Yes,Yes
das.hhs.gov,No,Yes
dash.nichd.nih.gov,Yes,Yes
dashboard.int.identitysandbox.gov,No,Yes
dashboard.ioc.anl.gov,No,Yes
dasis2.samhsa.gov,No,Yes
data-science.usajobs.gov,Yes,Yes
data.acl.gov,Yes,Yes
data.cdc.gov,Yes,Yes
data.cms.gov,Yes,Yes
data.doe.gov,Yes,Yes
data.exim.gov,No,Yes
data.giss.nasa.gov,Yes,Yes
data.globe.gov,Yes,Yes
data.gov,Yes,Yes
data.healthcare.gov,Yes,Yes
data.hrsa.gov,Yes,Yes
data.hud.gov,Yes,Yes
data.lhncbc.nlm.nih.gov,No,Yes
data.medicaid.gov,Yes,Yes
data.nal.usda.gov,Yes,Yes
data.nas.nasa.gov,Yes,Yes
data.nasa.gov,Yes,Yes
data.nidb.nih.gov,No,Yes
data.ninds.nih.gov,Yes,Yes
data.ojp.usdoj.gov,Yes,Yes
data.permits.performance.gov,Yes,Yes
data.pnnl.gov,Yes,Yes
data.tbportals.niaid.nih.gov,Yes,Yes
data.usaid.gov,Yes,Yes
data.usastaffing.gov,Yes,Yes
data.usgs.gov,Yes,Yes
data.va.gov,Yes,Yes
datacatalog.ccdi.cancer.gov,Yes,Yes
datacenters.lbl.gov,Yes,Yes
datacommons.cancer.gov,Yes,Yes
datadashboard.fda.gov,Yes,Yes
datadashboard.preprod.fda.gov,No,Yes
datadiscovery.nlm.nih.gov,Yes,Yes
dataentry.globe.gov,Yes,Yes
datagateway.nrcs.usda.gov,No,Yes
datagateway.sc.egov.usda.gov,No,Yes
datagrid.lbl.gov,Yes,Yes
datascience.cancer.gov,Yes,Yes
datascience.jpl.nasa.gov,Yes,Yes
datasearch.globe.gov,Yes,Yes
dataservice.datacommons.cancer.gov,Yes,Yes
datashare.nida.nih.gov,Yes,Yes
datasharingportal.usgs.gov,Yes,Yes
datatools.ahrq.gov,Yes,Yes
dataverse.jpl.nasa.gov,Yes,Yes
dataviz.ahrq.gov,No,Yes
dataweb.usitc.gov,Yes,Yes
dats.ors.od.nih.gov,No,Yes
david.ncifcrf.gov,Yes,Yes
davis.lbl.gov,Yes,Yes
dawn.samhsa.gov,No,Yes
dayabay.bnl.gov,Yes,Yes
daymet.ornl.gov,Yes,Yes
daymetweb.ornl.gov,Yes,Yes
db.arm.gov,Yes,Yes
dbdgateway.cdc.gov,No,Yes
dbgap.ncbi.nlm.nih.gov,No,Yes
dccfedtalent.ibc.doi.gov,No,Yes
dccps-ws.nci.nih.gov,Yes,Yes
dcd.hud.gov,Yes,Yes
dcdt30.healthit.gov,Yes,Yes
dcdt31.healthit.gov,Yes,Yes
dceg.cancer.gov,Yes,Yes
dceg2.cancer.gov,No,Yes
dcipher.cdc.gov,No,Yes
dcma.usajobs.gov,Yes,Yes
dcms.uscg.mil,Yes,Yes
dcp.psc.gov,Yes,Yes
dcprotool.lbl.gov,Yes,Yes
dcptools.cancer.gov,No,Yes
dcrds.denali.gov,Yes,Yes
dctd.cancer.gov,Yes,Yes
dctdodproject.nci.nih.gov,No,Yes
dd.pppl.gov,Yes,Yes
ddc.hud.gov,Yes,Yes
ddt-vehss.cdc.gov,Yes,Yes
ddtrb.larc.nasa.gov,Yes,Yes
ddtsweb.pnnl.gov,Yes,Yes
de.usalearning.gov,Yes,Yes
dea.gov,Yes,Yes
dea.usajobs.gov,Yes,Yes
deadiversion.usdoj.gov,Yes,Yes
deaecom.gov,Yes,Yes
deainfo.nci.nih.gov,Yes,Yes
deais.nci.nih.gov,Yes,Yes
deajobs.usajobs.gov,Yes,Yes
deasil.usdoj.gov,No,Yes
dec.usaid.gov,Yes,Yes
decisionmakers.training.nij.gov,No,Yes
declassification.blogs.archives.gov,Yes,Yes
dectest.usaid.gov,No,Yes
deepwater.boem.gov,Yes,Yes
del.cms.gov,Yes,Yes
dellweb.bfa.nsf.gov,Yes,Yes
deltax.jpl.nasa.gov,Yes,Yes
dementia.cindrr.research.va.gov,Yes,Yes
dems.ors.od.nih.gov,No,Yes
demystifyingmedicine.od.nih.gov,Yes,Yes
den-gw.usap.gov,No,Yes
denison.jobcorps.gov,Yes,Yes
denosumab.ctss.nih.gov,Yes,Yes
denvervpn.fmshrc.gov,Yes,Yes
department.va.gov,Yes,Yes
depot.tbportals.niaid.nih.gov,Yes,Yes
dereg.usalearning.gov,Yes,Yes
derisking-guide.18f.gov,Yes,Yes
descanso.jpl.nasa.gov,Yes,Yes
desertpacific.va.gov,Yes,Yes
design.cms.gov,Yes,Yes
designsystem.digital.gov,Yes,Yes
designsystem.niaid.nih.gov,Yes,Yes
desktop.vdi.doe.gov,No,Yes
detectors.fnal.gov,Yes,Yes
detectors.gsfc.nasa.gov,Yes,Yes
dev2.simplereport.gov,No,Yes
dev3.simplereport.gov,No,Yes
dev4.simplereport.gov,No,Yes
dev5.simplereport.gov,No,Yes
dev6.simplereport.gov,No,Yes
dev7.simplereport.gov,No,Yes
developer.cms.gov,No,Yes
developer.dol.gov,No,Yes
developer.grantsolutions.gov,No,Yes
developer.nrel.gov,Yes,Yes
developer.nvmc.uscg.gov,Yes,Yes
developer.usajobs.gov,Yes,Yes
developer.va.gov,Yes,Yes
developers.login.gov,Yes,Yes
developmentalbiology.nih.gov,No,Yes
deverlab.nichd.nih.gov,No,Yes
devicepki.idmanagement.gov,Yes,Yes
devnew2.globe.gov,No,Yes
devra.kcnsc.doe.gov,No,Yes
devstage.nrel.gov,No,Yes
devtestdomain.nih.gov,No,Yes
devtestdomain2.nih.gov,No,Yes
devtestdomain3.nih.gov,No,Yes
dfb.bja.ojp.gov,No,Yes
dfc.usajobs.gov,Yes,Yes
dft.sandia.gov,Yes,Yes
dfw.feb.gov,Yes,Yes
dha.usajobs.gov,Yes,Yes
dhds.cdc.gov,Yes,Yes
dhs.usajobs.gov,Yes,Yes
dhsadvantage.gsa.gov,Yes,Yes
dhscs.usajobs.gov,Yes,Yes
dhssans.nvmc.uscg.gov,Yes,Yes
diabetespath2prevention.cdc.gov,Yes,Yes
dial.acl.gov,Yes,Yes
dietarysupplementdatabase.usda.nih.gov,Yes,Yes
dietassessmentprimer.cancer.gov,Yes,Yes
dieteticinternship.va.gov,Yes,Yes
diffusion.lobos.nih.gov,Yes,Yes
digirepo.nlm.nih.gov,Yes,Yes
digital.ahrq.gov,Yes,Yes
digital.gov,Yes,Yes
digital.va.gov,Yes,Yes
digitalcorps.gsa.gov,Yes,Yes
digitalmedia.fws.gov,Yes,Yes
digitalmedia.hhs.gov,Yes,Yes
digitalpolicy.niaid.nih.gov,Yes,Yes
dir.jpl.nasa.gov,No,Yes
dir.nhlbi.nih.gov,No,Yes
