target_url,branch,agency,bureau,source_list_federal_domains
purchasing.gov,Executive,United States Postal Service,,TRUE
uspis.gov,Executive,United States Postal Service,,TRUE
usps.gov,Executive,United States Postal Service,,TRUE
uspsinformeddelivery.gov,Executive,United States Postal Service,,TRUE
uspsinnovates.gov,Executive,United States Postal Service,,TRUE
uspsoig.gov,Executive,United States Postal Service,,TRUE
heritageabroad.gov,Executive,U.S. Commission for the Preservation of Americas Heritage Abroad,USCPAHA,TRUE
cfa.gov,Executive,U.S. Commission of Fine Arts,U.S. Commission of Fine Arts,TRUE
civilrightsusa.gov,Executive,U.S. Commission on Civil Rights,ASCD-CIO,TRUE
cssbmb.gov,Executive,U.S. Commission on Civil Rights,Commission on the Social Status of Black Men and Black Boys,TRUE
usccr.gov,Executive,U.S. Commission on Civil Rights,ASCD-CIO,TRUE
ich.gov,Executive,U.S. Interagency Council on Homelessness,United States Interagency Council on Homelessness,TRUE
usich.gov,Executive,U.S. Interagency Council on Homelessness,United States Interagency Council on Homelessness,TRUE
nwtrb.gov,Executive,U.S. Nuclear Waste Technical Review Board,Nuclear Waste Technical Review Board,TRUE
bankruptcy.gov,Judicial,Administrative Office of the United States Courts,,TRUE
cavc.gov,Judicial,Administrative Office of the United States Courts,United States Court of Appeals for Veterans Claims,TRUE
fd.gov,Judicial,Administrative Office of the United States Courts,Defender Services Office,TRUE
federalcourts.gov,Judicial,Administrative Office of the United States Courts,,TRUE
federalprobation.gov,Judicial,Administrative Office of the United States Courts,,TRUE
federalrules.gov,Judicial,Administrative Office of the United States Courts,,TRUE
fjc.gov,Judicial,Administrative Office of the United States Courts,Federal Judicial Center,TRUE
judicialconference.gov,Judicial,Administrative Office of the United States Courts,,TRUE
pacer.gov,Judicial,Administrative Office of the United States Courts,,TRUE
usbankruptcy.gov,Judicial,Administrative Office of the United States Courts,,TRUE
uscavc.gov,Judicial,Administrative Office of the United States Courts,United States Court of Appeals for Veterans Claims,TRUE
usc.gov,Judicial,Administrative Office of the United States Courts,,TRUE
uscourts.gov,Judicial,Administrative Office of the United States Courts,,TRUE
usprobation.gov,Judicial,Administrative Office of the United States Courts,,TRUE
ussc.gov,Judicial,Administrative Office of the United States Courts,United States Sentencing Commission,TRUE
ustaxcourt.gov,Judicial,Administrative Office of the United States Courts,United States Tax Court,TRUE
scinet.gov,Judicial,Supreme Court of the United States,,TRUE
scinet-test.gov,Judicial,Supreme Court of the United States,,TRUE
sc-us.gov,Judicial,Supreme Court of the United States,,TRUE
scus.gov,Judicial,Supreme Court of the United States,,TRUE
scuspd.gov,Judicial,Supreme Court of the United States,,TRUE
supreme-court.gov,Judicial,Supreme Court of the United States,,TRUE
supremecourt.gov,Judicial,Supreme Court of the United States,,TRUE
supremecourtus.gov,Judicial,Supreme Court of the United States,,TRUE
adams.gov,Legislative,Adams Memorial Commission,,TRUE
aoc.gov,Legislative,Architect of the Capitol,Architect of the Capitol,TRUE
capitalgiftshop.gov,Legislative,Architect of the Capitol,Architect of the Capitol,TRUE
capital.gov,Legislative,Architect of the Capitol,Architect of the Capitol,TRUE
capitolgiftshop.gov,Legislative,Architect of the Capitol,Architect of the Capitol,TRUE
capitol.gov,Legislative,Architect of the Capitol,Architect of the Capitol,TRUE
usbg.gov,Legislative,Architect of the Capitol,Architect of the Capitol,TRUE
uscapitalgiftshop.gov,Legislative,Architect of the Capitol,Architect of the Capitol,TRUE
uscapital.gov,Legislative,Architect of the Capitol,Architect of the Capitol,TRUE
uscapitolgiftshop.gov,Legislative,Architect of the Capitol,Architect of the Capitol,TRUE
uscapitolgiftstore.gov,Legislative,Architect of the Capitol,Architect of the Capitol,TRUE
uscapitol.gov,Legislative,Architect of the Capitol,Architect of the Capitol,TRUE
visitthecapital.gov,Legislative,Architect of the Capitol,Architect of the Capitol,TRUE
visitthecapitol.gov,Legislative,Architect of the Capitol,Architect of the Capitol,TRUE
uscapitolpolice.gov,Legislative,Capitol Police,,TRUE
uscp.gov,Legislative,Capitol Police,,TRUE
cbo.gov,Legislative,Congressional Budget Office,,TRUE
cbonews.gov,Legislative,Congressional Budget Office,,TRUE
solarium.gov,Legislative,Cyberspace Solarium Commission,Cyberspace Solarium Commission,TRUE
eseclab.gov,Legislative,Government Accountability Office,,TRUE
fasab.gov,Legislative,Government Accountability Office,,TRUE
gao.gov,Legislative,Government Accountability Office,,TRUE
gaoinnovation.gov,Legislative,Government Accountability Office,,TRUE
gaoinnovationlab.gov,Legislative,Government Accountability Office,,TRUE
gaoinnovations.gov,Legislative,Government Accountability Office,,TRUE
gaonet.gov,Legislative,Government Accountability Office,,TRUE
congressionaldirectory.gov,Legislative,Government Publishing Office,,TRUE
congressionalrecord.gov,Legislative,Government Publishing Office,,TRUE
ecfr.gov,Legislative,Government Publishing Office,,TRUE
fdlp.gov,Legislative,Government Publishing Office,,TRUE
fdsys.gov,Legislative,Government Publishing Office,,TRUE
federalregister.gov,Legislative,Government Publishing Office,,TRUE
fedreg.gov,Legislative,Government Publishing Office,,TRUE
govinfo.gov,Legislative,Government Publishing Office,,TRUE
gpodev.gov,Legislative,Government Publishing Office,,TRUE
gpo.gov,Legislative,Government Publishing Office,,TRUE
housecalendar.gov,Legislative,Government Publishing Office,,TRUE
ofr.gov,Legislative,Government Publishing Office,,TRUE
presidentialdocuments.gov,Legislative,Government Publishing Office,,TRUE
senatecalendar.gov,Legislative,Government Publishing Office,,TRUE
uscode.gov,Legislative,Government Publishing Office,,TRUE
usgovernmentmanual.gov,Legislative,Government Publishing Office,,TRUE
africanamericanhistorymonth.gov,Legislative,Library of Congress,,TRUE
americanmemory.gov,Legislative,Library of Congress,,TRUE
americaslibrary.gov,Legislative,Library of Congress,,TRUE
asianpacificheritage.gov,Legislative,Library of Congress,,TRUE
blackhistorymonth.gov,Legislative,Library of Congress,,TRUE
ccb.gov,Legislative,Library of Congress,,TRUE
congress.gov,Legislative,Library of Congress,,TRUE
copyrightclaimsboard.gov,Legislative,Library of Congress,,TRUE
copyright.gov,Legislative,Library of Congress,,TRUE
crb.gov,Legislative,Library of Congress,,TRUE
crs.gov,Legislative,Library of Congress,,TRUE
currencyreaderapplication.gov,Legislative,Library of Congress,,TRUE
currencyreader.gov,Legislative,Library of Congress,,TRUE
digitalpreservation.gov,Legislative,Library of Congress,,TRUE
digitizationguidelines.gov,Legislative,Library of Congress,,TRUE
hispanicheritagemonth.gov,Legislative,Library of Congress,,TRUE
jewishheritage.gov,Legislative,Library of Congress,,TRUE
jewishheritagemonth.gov,Legislative,Library of Congress,,TRUE
law.gov,Legislative,Library of Congress,,TRUE
lctl.gov,Legislative,Library of Congress,,TRUE
libraryofcongress.gov,Legislative,Library of Congress,,TRUE
lis.gov,Legislative,Library of Congress,,TRUE
literacy.gov,Legislative,Library of Congress,,TRUE
loc.gov,Legislative,Library of Congress,,TRUE
loctest.gov,Legislative,Library of Congress,,TRUE
loctps.gov,Legislative,Library of Congress,,TRUE
nativeamericanheritagemonth.gov,Legislative,Library of Congress,,TRUE
read.gov,Legislative,Library of Congress,,TRUE
section108.gov,Legislative,Library of Congress,,TRUE
thomas.gov,Legislative,Library of Congress,,TRUE
tps.gov,Legislative,Library of Congress,,TRUE
unitedstatescongress.gov,Legislative,Library of Congress,,TRUE
uscongress.gov,Legislative,Library of Congress,,TRUE
womenshistorymonth.gov,Legislative,Library of Congress,,TRUE
macpac.gov,Legislative,Medicaid and CHIP Payment and Access Commission,Medicaid and CHIP Payment and Access Commission,TRUE
medpac.gov,Legislative,Medicare Payment Advisory Commission,Medicare Payment Advisory Commission,TRUE
compliance.gov,Legislative,Office of Congressional Workplace Rights,Congressional Office of Compliance,TRUE
ocwr.gov,Legislative,Office of Congressional Workplace Rights,Office of Congressional Workplace Rights,TRUE
coil.gov,Legislative,Open World Leadership Center,Congressional Office for International Leadership,TRUE
openworld.gov,Legislative,Open World Leadership Center,,TRUE
stennis.gov,Legislative,Stennis Center for Public Service,John C. Stennis Center for Public Service,TRUE
assistantdemocraticleader.gov,Legislative,United States House of Representatives,House of Representatives,TRUE
cecc.gov,Legislative,United States House of Representatives,Congressional-Executive Commission on China,TRUE
china-commission.gov,Legislative,United States House of Representatives,Congressional-Executive Commission on China,TRUE
chinacommission.gov,Legislative,United States House of Representatives,Congressional-Executive Commission on China,TRUE
csce.gov,Legislative,United States House of Representatives,Commission on Security and Cooperation in Europe,TRUE
democraticleader.gov,Legislative,United States House of Representatives,House of Representatives,TRUE
democraticwhip.gov,Legislative,United States House of Representatives,Democratic Whip's Office,TRUE
democrats.gov,Legislative,United States House of Representatives,House Democratic Caucus,TRUE
dems.gov,Legislative,United States House of Representatives,House Democratic Caucus,TRUE
gop.gov,Legislative,United States House of Representatives,House Republican Conference,TRUE
gopleader.gov,Legislative,United States House of Representatives,Office of the House Republican Leader,TRUE
gopwhip.gov,Legislative,United States House of Representatives,House of Representatives,TRUE
housecommunications.gov,Legislative,United States House of Representatives,House of Representatives,TRUE
housedemocrats.gov,Legislative,United States House of Representatives,House Democratic Caucus,TRUE
housedems.gov,Legislative,United States House of Representatives,House Democratic Caucus,TRUE
housed.gov,Legislative,United States House of Representatives,House of Representatives,TRUE
house.gov,Legislative,United States House of Representatives,House of Representatives,TRUE
houselive.gov,Legislative,United States House of Representatives,House of Representatives,TRUE
housenewsletters.gov,Legislative,United States House of Representatives,House of Representatives,TRUE
jct.gov,Legislative,United States House of Representatives,"The Joint Committee on Taxation, United States Congress",TRUE
majorityleader.gov,Legislative,United States House of Representatives,Office of the Majority Leader,TRUE
majoritywhip.gov,Legislative,United States House of Representatives,Office of the Majority Whip,TRUE
minoritywhip.gov,Legislative,United States House of Representatives,House of Representatives,TRUE
ppdcecc.gov,Legislative,United States House of Representatives,Congressional-Executive Commission on China,TRUE
republicanleader.gov,Legislative,United States House of Representatives,House of Representatives,TRUE
republicans.gov,Legislative,United States House of Representatives,House Republican Conference,TRUE
republicanwhip.gov,Legislative,United States House of Representatives,House of Representatives,TRUE
speaker.gov,Legislative,United States House of Representatives,Office of the Speaker,TRUE
taxreform.gov,Legislative,United States House of Representatives,House of Representatives,TRUE
tmdbhouse.gov,Legislative,United States House of Representatives,House of Representatives,TRUE
ushouse.gov,Legislative,United States House of Representatives,House of Representatives,TRUE
ushr.gov,Legislative,United States House of Representatives,House of Representatives,TRUE
lda.gov,Legislative,United States Senate,,TRUE
senate.gov,Legislative,United States Senate,,TRUE
sen.gov,Legislative,United States Senate,,TRUE
uscc.gov,Legislative,U.S.-China Economic and Security Review Commission,U.S.-China Economic and Security Review Commission,TRUE
uscirf.gov,Legislative,U.S. Commission on International Religious Freedom,U.S. Commission on International Religious Freedom,TRUE
america250.gov,Legislative,U.S. Semiquincentennial Commission,United States Semiquincentennial Commission,TRUE
usa250.gov,Legislative,U.S. Semiquincentennial Commission,United States Semiquincentennial Commission,TRUE
ussemiquincentennial.gov,Legislative,U.S. Semiquincentennial Commission,United States Semiquincentennial Commission,TRUE
whdpc.gov,Legislative,Western Hemisphere Drug Policy Commission,Western Hemisphere Drug Policy Commission,TRUE
itis.gov,Federal,Smithsonian Institution,,TRUE
smithsonian.gov,Federal,Smithsonian Institution,,TRUE
