target_url,agency,bureau,Office,source_list_public_inventory
reentry.arc.nasa.gov,National Aeronautics and Space Administration,NASA Ames Research Center,,TRUE
registration.pps.eosdis.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
request.hec.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
researchdirectorate.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,TRUE
robotics.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,TRUE
robotics.nasa.gov,National Aeronautics and Space Administration,NASA Johnson Space Center,,TRUE
roman.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
rotorcraft.arc.nasa.gov,National Aeronautics and Space Administration,NASA Aeronautics Research Mission Directorate,,TRUE
rscience.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Goddard Space Flight Center,,TRUE
russellranch.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
s3vi.ndc.nasa.gov,National Aeronautics and Space Administration,NASA Space Technology Mission Directorate,,TRUE
sacd.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,TRUE
sage.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
saltonsea.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
sams.grc.nasa.gov,National Aeronautics and Space Administration,NASA Glenn Research Center,,TRUE
satern.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Human Capital Officer,,TRUE
sbg.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
sbuv.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Goddard Space Flight Center,,TRUE
scan-now.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Space Operations Mission Directorate,,TRUE
scicolloq.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Goddard Space Flight Center,,TRUE
science.data.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
science.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Goddard Space Flight Center,,TRUE
science.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,TRUE
science.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,TRUE
science.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
sciencecareers.apps.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
science-data.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
sciencediscoveryengine.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
sciencetalks.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,TRUE
scifli.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,TRUE
scool.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
sdo.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
seabass.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
seadas.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
sealevel.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
sealevel.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
sealevel-nexus.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
search.earthdata.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
searchpub.nssc.nasa.gov,National Aeronautics and Space Administration,NASA Stennis Space Center,,TRUE
seawifs.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
sec353ext.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,TRUE
seec.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
sep.ccmc.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
sewp.nasa.gov,National Aeronautics and Space Administration,NASA Office of Procurement,,TRUE
sfa.jsc.nasa.gov,National Aeronautics and Space Administration,NASA Space Operations Mission Directorate,,TRUE
shapememory.grc.nasa.gov,National Aeronautics and Space Administration,NASA Glenn Research Center,,TRUE
shemesh.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,TRUE
simplex.giss.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
sites.wff.nasa.gov,National Aeronautics and Space Administration,NASA Goddard Space Flight Center,,TRUE
skyview.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
sma.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Goddard Space Flight Center,,TRUE
sma.nasa.gov,National Aeronautics and Space Administration,NASA Office of Safety and Mission Assurance,,TRUE
smallsat.wff.nasa.gov,National Aeronautics and Space Administration,NASA Goddard Space Flight Center,,TRUE
smap.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
snow.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
so2.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
software.nasa.gov,National Aeronautics and Space Administration,NASA Space Technology Mission Directorate,,TRUE
soho.nascom.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
solarscience.msfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
solarsystem.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
solc.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
soma.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
space.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,TRUE
space-geodesy.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
spacemath.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
spaceplace.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
spaceradiation.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,TRUE
spacesounds.msfc.nasa.gov,National Aeronautics and Space Administration,NASA Marshall Space Flight Center,,TRUE
spdf.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
spec.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
speclib.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
spinoff.nasa.gov,National Aeronautics and Space Administration,NASA Space Technology Mission Directorate,,TRUE
spsweb.fltops.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,TRUE
srag.jsc.nasa.gov,National Aeronautics and Space Administration,NASA Johnson Space Center,,TRUE
srag-msrem.jsc.nasa.gov,National Aeronautics and Space Administration,NASA Johnson Space Center,,TRUE
ssctdpub.ssc.nasa.gov,National Aeronautics and Space Administration,NASA Stennis Space Center,,TRUE
sscweb.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
sscwebpub.ssc.nasa.gov,National Aeronautics and Space Administration,NASA Stennis Space Center,,TRUE
ssd.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
sservi.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
ssfl.msfc.nasa.gov,National Aeronautics and Space Administration,NASA Marshall Space Flight Center,,TRUE
stab.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,TRUE
stabserv.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,TRUE
standards.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Engineer,,TRUE
starchild.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
status.earthdata.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
stemgateway.nasa.gov,National Aeronautics and Space Administration,NASA Office of STEM Engagement,,TRUE
stereo.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
stereo-ssc.nascom.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
sti.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,,TRUE
storm.pps.eosdis.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
stp.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Goddard Space Flight Center,,TRUE
strs.grc.nasa.gov,National Aeronautics and Space Administration,NASA Glenn Research Center,,TRUE
subset.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
supplierportal.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,TRUE
survey.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,TRUE
svs.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
swehb.nasa.gov,National Aeronautics and Space Administration,NASA Marshall Space Flight Center,,TRUE
sw-eng.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,TRUE
swift.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
swot.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
tdglobal.ksc.nasa.gov,National Aeronautics and Space Administration,NASA Kennedy Space Center,,TRUE
technology.nasa.gov,National Aeronautics and Space Administration,NASA Space Technology Mission Directorate,,TRUE
techport.nasa.gov,National Aeronautics and Space Administration,NASA Space Technology Mission Directorate,,TRUE
terra.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
tes.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
tetruss.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,TRUE
tfaws.nasa.gov,National Aeronautics and Space Administration,NASA Glenn Research Center,,TRUE
three.jsc.nasa.gov,National Aeronautics and Space Administration,NASA Space Operations Mission Directorate,,TRUE
thunder.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
ti.arc.nasa.gov,National Aeronautics and Space Administration,NASA Ames Research Center,,TRUE
tmf.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,TRUE
toastmasters.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Goddard Space Flight Center,,TRUE
tolnet.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
tours.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,TRUE
towerfts.csbf.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
tpsx.arc.nasa.gov,National Aeronautics and Space Administration,NASA Ames Research Center,,TRUE
trajbrowser.arc.nasa.gov,National Aeronautics and Space Administration,NASA Ames Research Center,,TRUE
transitionmodeling.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,TRUE
trek.msfc.nasa.gov,National Aeronautics and Space Administration,NASA Marshall Space Flight Center,,TRUE
trek.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
trmm.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
trmm-fc.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
tropicalcyclone.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
tropo.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
tsc.jsc.nasa.gov,National Aeronautics and Space Administration,NASA Johnson Space Center,,TRUE
turbmodels.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,TRUE
uars.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
uavsar.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
umbra.nascom.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
uq.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,TRUE
uqtools.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,TRUE
urban.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,TRUE
urs.earthdata.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
usgeo.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
vefi.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Goddard Space Flight Center,,TRUE
vesl.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
viirsland.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
vis.globe.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
visibleearth.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
voyager.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
vso.nascom.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
vspu.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,TRUE
vulcan-cfd.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,TRUE
wallops-prf.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
weather.dfrc.nasa.gov,National Aeronautics and Space Administration,NASA Armstrong Flight Research Center,,TRUE
weather.ndc.nasa.gov,National Aeronautics and Space Administration,NASA Marshall Space Flight Center,,TRUE
webb.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
webdisks.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,TRUE
webtools.ccmc.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
wgc.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
wgc2.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
wind.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
women.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,TRUE
worldview.earthdata.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
worldwind.arc.nasa.gov,National Aeronautics and Space Administration,NASA Ames Research Center,,TRUE
wow.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
wvs.earthdata.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
wwao.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
www1.grc.nasa.gov,National Aeronautics and Space Administration,NASA Glenn Research Center,,TRUE
www3.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,,TRUE
www-air.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
www-calipso.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
www-gte.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
planetary.data.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
my.nasa.gov,National Aeronautics and Space Administration,NASA Office of Communications,,TRUE
soto.podaac.earthdatacloud.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
ipda.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
smce.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
astrogeo.smce.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
gdc.smce.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
hesto.smce.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
satcorps.smce.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
fire.eis.smce.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
freshwater.eis.smce.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
sealevel.eis.smce.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
power.smce.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
czbast.czdt.smce.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
pal.hq.nasa.gov,National Aeronautics and Space Administration,NASA Office of Communications,,TRUE
taskbook.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
asrsdbol.arc.nasa.gov,National Aeronautics and Space Administration,NASA Aeronautics Research Mission Directorate,,TRUE
drf.nasa.gov,National Aeronautics and Space Administration,NASA Aeronautics Research Mission Directorate,,TRUE
services.drf.nasa.gov,National Aeronautics and Space Administration,NASA Aeronautics Research Mission Directorate,,TRUE
els2020.arc.nasa.gov,National Aeronautics and Space Administration,NASA Ames Research Center,,TRUE
eroteamdirectory.nasa.gov,National Aeronautics and Space Administration,NASA Johnson Space Center,,TRUE
handbook.appdat.jsc.nasa.gov,National Aeronautics and Space Administration,NASA Johnson Space Center,,TRUE
floodmapping.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
gcn.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
graphql.earthdata.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
helio.data.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
openaltimetry.earthdatacloud.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
opendap.earthdata.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
pub.earthdata.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
sealevel-dataservices.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
sservi-apollo.arc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
visualization.genelab.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
visualization.osdr.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,TRUE
